OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,Shoreline_Priority_Area,County,EI_wHAB,EI_woHAB,hab_role,NearRiskD,Latitude,Longitude
2464,377048.774493,4340947.23155,No,Low,Moderate,Low,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Baltimore,2.14394999,2.55971003,0.415759,1215.4230957,39.20882743,-76.42336259
2465,392048.774493,4340947.23155,No,High,Low,Low,High,Very Low,Moderate,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Kent,2.23390007,2.66709995,0.433202,123.30525208,39.21037568,-76.24652928
2466,408548.774493,4340947.23155,Yes,Moderate,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Kent,1.79990995,1.98164999,0.181738,0,39.2120562,-76.058713
2467,409298.774493,4340947.23155,Yes,Low,Low,Low,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,High,n/a,Queen Anne's,1.72941005,2.06478,0.33537099,19.97738647,39.21105974,-76.04876875
2468,363548.774493,4340697.23155,Yes,Moderate,Very Low,Moderate,Low,Very Low,Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Anne Arundel,2.0998199,2.0998199,0,2020.3927002,39.20422379,-76.58107177
2469,367548.774493,4340697.23155,Yes,Moderate,Low,Moderate,Low,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,n/a,n/a,n/a,Anne Arundel,1.75875998,2.0998199,0.34106201,3441.77319336,39.20562271,-76.53459706
2470,370548.774493,4340697.23155,Yes,Low,Moderate,Low,High,Very Low,Low,No,Yes,No,No,No,Moderate,Moderate,Low,n/a,n/a,n/a,Baltimore,2.19410992,2.41564989,0.221541,3154.60791016,39.20574926,-76.49845904
2471,371798.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Moderate,Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.71234989,2.71234989,0,2872.77563477,39.2060676,-76.48510659
2472,372298.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Very Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.0998199,2.0998199,0,2490.69335938,39.20541552,-76.47896951
2473,372548.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Low,Very Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.31838989,2.31838989,0,2279.90332031,39.2056692,-76.47595244
2474,372798.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Low,Very Low,Yes,No,No,No,No,Low,Moderate,Moderate,n/a,n/a,n/a,Baltimore,2.00355005,2.31838989,0.31483501,2091.66259766,39.20598555,-76.47321778
2475,373048.774493,4340697.23155,Yes,High,Moderate,Low,Moderate,Low,Very Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Low,Low,Tier 2,Baltimore,2.14394999,2.55971003,0.415759,1925.27722168,39.20606836,-76.4703254
2476,373298.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.94183004,2.31838989,0.37656301,1679.8326416,39.20626331,-76.46744234
2477,373548.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Very Low,High,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,2.14394999,2.55971003,0.415759,1426.89160156,39.2059771,-76.46453636
2478,374798.774493,4340697.23155,Yes,Very Low,Moderate,Low,Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Low,n/a,Baltimore,1.70685995,1.98164999,0.274786,2.97936296,39.20577369,-76.44748732
2479,375298.774493,4340697.23155,Yes,Very Low,Moderate,Low,Very Low,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Low,Low,Very High,Very High,n/a,Baltimore,1.54594004,1.79481995,0.248881,0,39.20627252,-76.44294892
2480,375798.774493,4340697.23155,Yes,Low,Moderate,Low,Low,Moderate,Low,Yes,No,No,No,Yes - dense,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Baltimore,2.20476007,2.55971003,0.35494399,24.45552444,39.20847337,-76.43749415
2481,376048.774493,4340697.23155,Yes,High,Moderate,Low,Moderate,Moderate,Low,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,High,Very High,Very High,Tier 1,Baltimore,2.49898005,2.99467993,0.49569601,337.71923828,39.20680253,-76.43437373
2482,377048.774493,4340697.23155,No,Very High,Moderate,Low,High,Low,Moderate,Yes,No,No,No,No,Moderate,High,Moderate,Very High,Very High,Tier 1,Baltimore,2.78393006,3.22139001,0.437462,1127.78234863,39.20695022,-76.42457051
2483,392048.774493,4340697.23155,No,Low,Low,Low,High,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,Kent,1.90943003,2.27970004,0.37028,44.81222153,39.20825395,-76.247186
2484,408298.774493,4340697.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Moderate,n/a,Kent,1.69860995,1.87012005,0.17151,37.86349106,39.21036993,-76.06095638
2485,408798.774493,4340697.23155,Yes,Moderate,Low,Low,Low,Very Low,Low,No,Yes,No,No,No,Low,Moderate,Low,Very High,Very High,n/a,Kent,1.98725998,2.18791008,0.200655,5.02859259,39.212348,-76.05742886
2486,409048.774493,4340697.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Low,n/a,Queen Anne's,1.61616004,1.87012005,0.253961,0,39.20872842,-76.0521971
2487,363548.774493,4340447.23155,Yes,High,Very Low,Moderate,Very Low,Very Low,Very Low,No,No,No,No,No,Low,Low,None,High,Low,n/a,Anne Arundel,1.79481995,1.79481995,0,1836.66296387,39.20257427,-76.58055387
2488,363798.774493,4340447.23155,Yes,Low,Very Low,Moderate,Low,Very Low,Low,No,No,No,No,No,Low,Low,None,n/a,n/a,n/a,Anne Arundel,1.98164999,1.98164999,0,2010.90612793,39.20384613,-76.57621947
2489,367798.774493,4340447.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Moderate,No,Yes,No,No,No,Moderate,Moderate,Low,n/a,n/a,n/a,Anne Arundel,2.23133993,2.45664001,0.2253,3052.31738281,39.20254711,-76.53202723
2490,370798.774493,4340447.23155,Yes,High,Moderate,Low,High,Very Low,Low,No,Yes,No,No,No,Moderate,Moderate,Low,n/a,n/a,n/a,Baltimore,2.4224999,2.66709995,0.244601,3348.38867188,39.20433349,-76.49602949
2491,371048.774493,4340447.23155,Yes,High,Moderate,Low,Moderate,Moderate,Very Low,No,Yes,No,No,No,Moderate,Moderate,Low,n/a,n/a,n/a,Baltimore,2.46359992,2.71234989,0.248751,3480.12182617,39.20359971,-76.49350524
2492,371548.774493,4340447.23155,Yes,Moderate,Moderate,Low,Moderate,Moderate,Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.87409997,2.87409997,0,3223.98168945,39.20289307,-76.48723376
2493,372048.774493,4340447.23155,Yes,Low,Moderate,Low,Moderate,Moderate,Very Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.45664001,2.45664001,0,2763.83618164,39.20428879,-76.48188405
2494,374548.774493,4340447.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.99690998,2.31838989,0.32148099,119.52032471,39.20287118,-76.44899374
2495,375298.774493,4340447.23155,Yes,Very High,Moderate,Low,Very Low,Very Low,Moderate,Yes,Yes,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.99730003,2.39348006,0.396182,5.86227703,39.20433994,-76.4442286
2496,375548.774493,4340447.23155,Yes,Very High,Moderate,Low,Very Low,Very Low,Very Low,Yes,Yes,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.70720005,2.04583001,0.33863801,9.79329681,39.20491298,-76.44349994
2497,376048.774493,4340447.23155,Yes,Very High,Moderate,Low,Moderate,Low,Very Low,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Baltimore,2.20519996,2.64262009,0.43742099,491.51815796,39.20478837,-76.43475519
2498,376298.774493,4340447.23155,Yes,Very High,Moderate,Low,Moderate,Low,Low,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,High,Very High,Very High,Tier 1,Baltimore,2.43474007,2.91769004,0.482952,607.20526123,39.20470579,-76.43262437
2499,376548.774493,4340447.23155,No,High,Moderate,Low,Moderate,Low,Moderate,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,High,Very High,Very High,Tier 1,Baltimore,2.49898005,2.99467993,0.49569601,844.42510986,39.20373436,-76.43002227
2500,376798.774493,4340447.23155,No,Very High,Moderate,Low,High,Low,Low,Yes,Yes,No,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Baltimore,2.53688002,3.0401001,0.50321299,983.93481445,39.20482333,-76.42718644
2501,392048.774493,4340447.23155,No,Low,Low,Low,High,Very Low,Moderate,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Kent,2.02328992,2.41564989,0.39236099,74.50905609,39.20611954,-76.24799084
2502,408298.774493,4340447.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,No,No,No,No,No,Low,Low,None,Very High,Very High,n/a,Kent,1.87012005,1.87012005,0,1.79730904,39.20838148,-76.06196039
2503,408548.774493,4340447.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Kent,1.69860995,1.87012005,0.17151,0,39.20900239,-76.06151392
2504,363798.774493,4340197.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,High,Low,n/a,Anne Arundel,1.33732998,1.47236001,0.135031,1605.41088867,39.20033885,-76.5777354
2505,364048.774493,4340197.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,No,No,No,No,No,Moderate,Moderate,None,High,Low,n/a,Anne Arundel,2.0998199,2.0998199,0,1698.49865723,39.20059901,-76.57366513
2506,364798.774493,4340197.23155,Yes,Very Low,Low,Moderate,Very Low,Very Low,Very Low,Yes,Yes,No,No,No,Low,Low,Low,High,Low,n/a,Anne Arundel,1.36157,1.62560999,0.26403901,1789.42504883,39.19998566,-76.56560698
2507,367798.774493,4340197.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Very Low,No,Yes,No,No,No,Low,Moderate,Low,n/a,n/a,n/a,Anne Arundel,1.90724003,2.0998199,0.19257499,2872.73754883,39.20116812,-76.53055173
2508,371298.774493,4340197.23155,Yes,High,Moderate,Low,Moderate,Moderate,Low,No,No,No,No,No,Moderate,Moderate,None,n/a,n/a,n/a,Baltimore,2.99467993,2.99467993,0,3461.15893555,39.20272549,-76.49043632
2509,374548.774493,4340197.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.99690998,2.31838989,0.32148099,248.60180664,39.20161763,-76.44944221
2510,375798.774493,4340197.23155,No,High,Moderate,Low,Moderate,Moderate,Low,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,High,Very High,Low,Tier 1,Baltimore,2.49898005,2.99467993,0.49569601,487.31741333,39.20250154,-76.43883077
2511,391798.774493,4340197.23155,No,Moderate,Low,Low,High,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Kent,2.08761001,2.41564989,0.328044,223.31288147,39.20314358,-76.24925176
2512,408048.774493,4340197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,115.52693176,39.20650407,-76.06518587
2513,408298.774493,4340197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,0.2555488,39.20684069,-76.06353926
2514,363798.774493,4339947.23155,Yes,Very Low,Very Low,Moderate,Very Low,Moderate,Very Low,No,Yes,No,No,No,Low,Low,Low,High,Low,n/a,Anne Arundel,1.56457996,1.72256005,0.157976,1386.34533691,39.19834543,-76.57776993
2515,364298.774493,4339947.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,No,No,No,No,No,Moderate,Moderate,None,High,Low,n/a,Anne Arundel,2.0998199,2.0998199,0,1430.5090332,39.19804029,-76.57164511
2516,364548.774493,4339947.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,Yes,No,No,No,No,Low,Moderate,Low,High,Low,Tier 2,Anne Arundel,1.81465995,2.0998199,0.28515401,1403.3046875,39.19728093,-76.56896403
2517,368048.774493,4339947.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Very Low,No,Yes,No,No,No,Low,Moderate,Low,n/a,n/a,n/a,Anne Arundel,1.90724003,2.0998199,0.19257499,2556.50878906,39.19852892,-76.52893922
2518,374798.774493,4339947.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,Yes,No,No,No,Yes - dense,Low,Moderate,Moderate,Very High,Low,Tier 2,Baltimore,1.99690998,2.31838989,0.32148099,369.91278076,39.20018226,-76.44870894
2519,375798.774493,4339947.23155,No,High,Moderate,Low,Moderate,Moderate,High,Yes,Yes,No,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Baltimore,2.75909996,3.30640006,0.54729301,711.4317627,39.19979959,-76.43813421
2520,391798.774493,4339947.23155,No,Moderate,Low,Low,High,Very Low,Very Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Low,Tier 2,Kent,1.8908,2.18791008,0.29711699,47.13618851,39.20119135,-76.25021559
2521,407798.774493,4339947.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,420.53988647,39.20366304,-76.06669783
2522,408298.774493,4339947.23155,Yes,Very Low,Low,Low,Very Low,Very Low,Low,No,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Queen Anne's,1.53847003,1.69380999,0.155341,43.29545593,39.20260256,-76.05977797
2523,363798.774493,4339697.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,High,Low,n/a,Anne Arundel,1.33732998,1.47236001,0.135031,1134.20532227,39.19590697,-76.57707124
2524,364298.774493,4339697.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,Yes,No,No,No,No,Low,Moderate,Low,High,Low,Tier 2,Anne Arundel,1.81465995,2.0998199,0.28515401,1407.05187988,39.19770034,-76.57076614
2525,368048.774493,4339697.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,No,Yes,No,No,No,Moderate,Moderate,Low,n/a,n/a,n/a,Anne Arundel,2.10577011,2.31838989,0.21262001,2322.41455078,39.19651661,-76.52805339
2526,374798.774493,4339697.23155,Yes,Low,Moderate,Low,Moderate,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Baltimore,2.21210003,2.55971003,0.347606,580.11395264,39.19810842,-76.4476223
2527,375548.774493,4339697.23155,No,Low,Moderate,Low,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Baltimore,2.14394999,2.55971003,0.415759,796.21673584,39.19718147,-76.44028037
2528,391548.774493,4339697.23155,No,Low,Low,Low,High,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Kent,1.72941005,2.06478,0.33537099,200.46762085,39.19820205,-76.25195633
2529,407798.774493,4339697.23155,Yes,Low,Low,Low,Low,Very Low,Low,No,Yes,No,No,No,Low,Moderate,Low,Very High,Very High,Tier 2,Kent,1.87541997,2.06478,0.189362,181.52003479,39.20153696,-76.06774625
2530,408048.774493,4339697.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,318.15753174,39.20247286,-76.06652998
2531,364048.774493,4339447.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,High,High,n/a,Anne Arundel,1.63022006,1.79481995,0.16460399,883.19903564,39.19322579,-76.575904
2532,364298.774493,4339447.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,High,Low,Tier 2,Anne Arundel,1.65978003,1.98164999,0.32186699,975.45062256,39.19320553,-76.56922091
2533,367548.774493,4339447.23155,Yes,Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,n/a,n/a,n/a,Anne Arundel,1.83254004,2.18791008,0.355371,2079.05810547,39.19308961,-76.53269744
2534,367798.774493,4339447.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,n/a,n/a,n/a,Anne Arundel,1.94183004,2.31838989,0.37656301,2069.68725586,39.19362165,-76.530663
2535,375048.774493,4339447.23155,No,Low,Moderate,Low,High,Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Baltimore,2.30490994,2.66709995,0.36219001,737.70654297,39.19653678,-76.44586335
2536,375298.774493,4339447.23155,No,Low,Moderate,Low,High,Low,High,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Baltimore,2.54482007,2.94471002,0.39989001,862.31439209,39.19549876,-76.44391329
2537,391548.774493,4339447.23155,No,Low,Low,Low,High,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Kent,1.72941005,2.06478,0.33537099,417.35025024,39.19641826,-76.25311127
2538,407798.774493,4339447.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,0,39.19935204,-76.06820781
2539,408048.774493,4339447.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,0,39.19931047,-76.06820082
2540,363798.774493,4339197.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,High,Low,Tier 2,Anne Arundel,1.65978003,1.98164999,0.32186699,573.72344971,39.19037964,-76.57684222
2541,364048.774493,4339197.23155,Yes,Very Low,Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,High,High,n/a,Anne Arundel,1.50329995,1.79481995,0.29152301,726.18487549,39.19182983,-76.57529632
2542,367548.774493,4339197.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,n/a,n/a,n/a,Anne Arundel,1.75875998,2.0998199,0.34106201,1999.58740234,39.19193446,-76.53365185
2543,391298.774493,4339197.23155,No,Very High,Moderate,Low,High,Very Low,Very Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Kent,2.08882999,2.49390006,0.40507001,775.23852539,39.19361512,-76.25517734
2544,407548.774493,4339197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,7.50659895,39.19679377,-76.0702519
2545,408048.774493,4339197.23155,Yes,Low,Low,Low,Very Low,Very Low,Very Low,No,No,No,No,No,Low,Low,None,Very High,High,n/a,Queen Anne's,1.69380999,1.69380999,0,0,39.19625911,-76.06310291
2546,363548.774493,4338947.23155,Yes,Moderate,Very Low,Moderate,Low,Very Low,Low,No,Yes,No,No,No,Low,Moderate,Low,High,Low,Tier 2,Anne Arundel,1.90724003,2.0998199,0.19257499,337.41622925,39.189008,-76.57965484
2547,363798.774493,4338947.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,High,Low,Tier 2,Anne Arundel,1.65978003,1.98164999,0.32186699,513.31781006,39.19011251,-76.57763945
2548,367798.774493,4338947.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Anne Arundel,1.94183004,2.31838989,0.37656301,1672.21655273,39.1892685,-76.53202271
2549,391298.774493,4338947.23155,No,Very High,Moderate,Low,High,Very Low,Very Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Kent,2.15523005,2.49390006,0.33866999,989.66973877,39.19194192,-76.25642234
2550,407548.774493,4338947.23155,Yes,Low,Low,Low,Low,Very Low,Low,No,Yes,No,No,No,Low,Moderate,Low,Very High,Very High,Tier 2,Kent,1.87541997,2.06478,0.189362,1.98461664,39.19562122,-76.07170215
2551,407798.774493,4338947.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,No,No,No,No,Low,Low,None,Very High,Low,n/a,Queen Anne's,1.87012005,1.87012005,0,15.97331238,39.19441143,-76.06458195
2552,362798.774493,4338697.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Anne Arundel,1.36157,1.62560999,0.26403901,204.8883667,39.18633746,-76.58777078
2553,363298.774493,4338697.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,High,High,n/a,Anne Arundel,1.36157,1.62560999,0.26403901,174.98951721,39.18720945,-76.58289875
2554,363798.774493,4338697.23155,Yes,Low,Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,High,Low,Tier 2,Anne Arundel,1.65978003,1.98164999,0.32186699,1.95150292,39.18531052,-76.57483092
2555,364048.774493,4338697.23155,Yes,Low,Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,High,Low,Tier 2,Anne Arundel,1.65978003,1.98164999,0.32186699,34.24017715,39.18560435,-76.57407923
2556,368048.774493,4338697.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Anne Arundel,1.75875998,2.0998199,0.34106201,1323.07226563,39.18679443,-76.52934446
2557,391048.774493,4338697.23155,No,Low,Moderate,Low,High,Very Low,Very Low,No,No,No,No,No,Moderate,Moderate,None,Very High,Low,n/a,Kent,2.18791008,2.18791008,0,1012.66229248,39.18919136,-76.25886917
2558,407298.774493,4338697.23155,Yes,Low,Low,Low,Very Low,Very Low,Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,0,39.19204166,-76.07235112
2559,407798.774493,4338697.23155,Yes,Very Low,Low,Low,Low,Very Low,Very Low,No,No,No,No,No,Low,Low,None,Very High,Moderate,n/a,Queen Anne's,1.69380999,1.69380999,0,4.50778866,39.19261279,-76.06476943
2560,361298.774493,4338447.23155,Yes,Low,Very Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,High,Low,n/a,Anne Arundel,1.50329995,1.79481995,0.29152301,498.14315796,39.18346039,-76.60457031
2561,362298.774493,4338447.23155,Yes,Low,Very Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Low,Very High,Low,n/a,Anne Arundel,1.50329995,1.79481995,0.29152301,379.55151367,39.1837999,-76.59397308
2562,362548.774493,4338447.23155,Yes,Moderate,Very Low,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Low,Moderate,Very High,Moderate,Tier 2,Anne Arundel,1.59294999,1.90186,0.30890799,308.27993774,39.18464759,-76.59116696
2563,363548.774493,4338447.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,Yes,No,No,No,No,Low,Low,Low,Very High,Low,n/a,Anne Arundel,1.71254003,1.98164999,0.269106,54.679142,39.18440569,-76.58045151
2564,368048.774493,4338447.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,Anne Arundel,1.94183004,2.31838989,0.37656301,1104.57348633,39.18506937,-76.52810885
2565,390798.774493,4338447.23155,No,Low,Moderate,Low,High,Very Low,Moderate,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Kent,2.21210003,2.55971003,0.347606,666.29705811,39.18662755,-76.26121782
2566,407298.774493,4338447.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,Very High,n/a,Kent,1.69860995,1.87012005,0.17151,131.73114014,39.19035261,-76.07271248
2567,407798.774493,4338447.23155,Yes,Very Low,Low,Low,Low,Very Low,Very Low,No,Yes,No,No,No,Low,Low,Low,Very High,High,n/a,Queen Anne's,1.53847003,1.69380999,0.155341,17.63546753,39.19064347,-76.06463018
